Timestamp,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Magnetometer X,Magnetometer Y,Magnetometer Z,Euler X,Euler Y,Euler Z,Pressure,Step count,Activity,Rotation Vector X,Rotation Vector Y,Rotation Vector Z,Rotation Vector W,Game Rotation Vector X,Game Rotation Vector Y,Game Rotation Vector Z,Game Rotation Vector W,Calibration
95752095245.0,220.0,-3840.0,-816.0,45.0,-50.0,-81.0,-370.0,654.0,518.0,4073.0,163.0,9219.0,9673853.0,354.0,0.0,-11871.0,4416.0,-3933.0,9619.0,-8487.0,9394.0,-7899.0,6763.0,63.0
95752115264.0,239.0,-3922.0,-856.0,53.0,-44.0,-92.0,-368.0,653.0,525.0,4061.0,172.0,9214.0,9673853.0,354.0,0.0,-11879.0,4379.0,-3924.0,9629.0,-8497.0,9378.0,-7907.0,6764.0,63.0
95752135284.0,246.0,-3938.0,-850.0,52.0,-15.0,-129.0,-367.0,654.0,526.0,4067.0,186.0,9208.0,9673853.0,354.0,0.0,-11883.0,4353.0,-3932.0,9633.0,-8508.0,9361.0,-7918.0,6760.0,63.0
95752155303.0,242.0,-3846.0,-766.0,73.0,13.0,-124.0,-367.0,656.0,527.0,4078.0,201.0,9201.0,9673853.0,354.0,0.0,-11884.0,4327.0,-3945.0,9638.0,-8515.0,9343.0,-7936.0,6755.0,63.0
95752175323.0,246.0,-3760.0,-668.0,110.0,20.0,-68.0,-368.0,658.0,527.0,4087.0,211.0,9188.0,9673766.0,354.0,0.0,-11877.0,4309.0,-3959.0,9648.0,-8514.0,9327.0,-7955.0,6755.0,63.0
95752195343.0,245.0,-3825.0,-632.0,137.0,4.0,10.0,-374.0,657.0,524.0,4100.0,213.0,9173.0,9673766.0,354.0,0.0,-11859.0,4314.0,-3978.0,9661.0,-8505.0,9315.0,-7971.0,6765.0,63.0
95752215362.0,256.0,-3922.0,-584.0,140.0,-23.0,74.0,-375.0,652.0,522.0,4092.0,207.0,9156.0,9673766.0,354.0,0.0,-11841.0,4313.0,-3979.0,9683.0,-8490.0,9306.0,-7981.0,6785.0,63.0
95752235382.0,235.0,-3992.0,-551.0,123.0,-61.0,101.0,-380.0,655.0,519.0,4089.0,196.0,9140.0,9673766.0,354.0,0.0,-11818.0,4331.0,-3983.0,9701.0,-8475.0,9299.0,-7983.0,6811.0,63.0
95752255401.0,216.0,-4059.0,-562.0,98.0,-94.0,104.0,-375.0,657.0,518.0,4056.0,184.0,9128.0,9673721.0,354.0,0.0,-11810.0,4319.0,-3958.0,9727.0,-8464.0,9292.0,-7979.0,6838.0,63.0
95752275421.0,173.0,-4108.0,-607.0,60.0,-116.0,84.0,-374.0,656.0,514.0,4037.0,171.0,9120.0,9673721.0,354.0,0.0,-11800.0,4323.0,-3944.0,9743.0,-8459.0,9286.0,-7970.0,6864.0,63.0
95752295440.0,111.0,-4153.0,-694.0,9.0,-99.0,51.0,-368.0,655.0,510.0,4012.0,162.0,9118.0,9673721.0,354.0,0.0,-11801.0,4315.0,-3922.0,9754.0,-8460.0,9282.0,-7957.0,6881.0,63.0
95752315460.0,54.0,-4173.0,-749.0,-40.0,-43.0,18.0,-363.0,656.0,512.0,4000.0,158.0,9122.0,9673721.0,354.0,0.0,-11805.0,4315.0,-3909.0,9754.0,-8464.0,9284.0,-7946.0,6887.0,63.0
95752335479.0,55.0,-4158.0,-774.0,-81.0,28.0,3.0,-358.0,656.0,511.0,3994.0,157.0,9130.0,9673637.0,354.0,0.0,-11815.0,4312.0,-3900.0,9747.0,-8468.0,9292.0,-7939.0,6880.0,63.0
95752355499.0,82.0,-4146.0,-753.0,-108.0,80.0,-2.0,-357.0,654.0,509.0,4001.0,159.0,9141.0,9673637.0,354.0,0.0,-11824.0,4319.0,-3902.0,9732.0,-8470.0,9305.0,-7935.0,6864.0,63.0
95752375518.0,113.0,-4095.0,-715.0,-124.0,92.0,0.0,-357.0,654.0,510.0,4013.0,161.0,9154.0,9673637.0,354.0,0.0,-11833.0,4331.0,-3907.0,9714.0,-8471.0,9321.0,-7932.0,6844.0,63.0
95752395538.0,138.0,-4071.0,-689.0,-124.0,71.0,15.0,-356.0,655.0,510.0,4019.0,162.0,9167.0,9673637.0,354.0,0.0,-11844.0,4339.0,-3907.0,9697.0,-8473.0,9337.0,-7927.0,6827.0,63.0
95752415557.0,147.0,-4069.0,-694.0,-107.0,29.0,27.0,-355.0,655.0,511.0,4018.0,161.0,9178.0,9673757.0,354.0,0.0,-11854.0,4346.0,-3901.0,9685.0,-8475.0,9351.0,-7918.0,6815.0,63.0
95752435577.0,154.0,-4003.0,-683.0,-81.0,-13.0,20.0,-356.0,652.0,514.0,4011.0,159.0,9188.0,9673757.0,354.0,0.0,-11864.0,4345.0,-3890.0,9677.0,-8479.0,9360.0,-7908.0,6809.0,63.0
95752455596.0,138.0,-4085.0,-744.0,-51.0,-53.0,20.0,-354.0,654.0,519.0,3987.0,156.0,9195.0,9673757.0,354.0,0.0,-11878.0,4328.0,-3865.0,9678.0,-8485.0,9364.0,-7896.0,6810.0,63.0
95752475616.0,142.0,-4072.0,-768.0,-21.0,-79.0,3.0,-355.0,653.0,516.0,3983.0,154.0,9198.0,9673757.0,354.0,0.0,-11881.0,4329.0,-3859.0,9675.0,-8493.0,9361.0,-7886.0,6815.0,63.0
95752495635.0,104.0,-4033.0,-780.0,2.0,-82.0,-28.0,-356.0,650.0,518.0,3972.0,154.0,9199.0,9673526.0,354.0,0.0,-11887.0,4316.0,-3849.0,9679.0,-8502.0,9354.0,-7879.0,6821.0,63.0
95752515655.0,113.0,-3949.0,-799.0,12.0,-82.0,-39.0,-356.0,650.0,520.0,3959.0,157.0,9198.0,9673526.0,354.0,0.0,-11894.0,4295.0,-3837.0,9684.0,-8512.0,9344.0,-7876.0,6827.0,63.0
95752535675.0,111.0,-3926.0,-794.0,11.0,-85.0,-26.0,-358.0,649.0,525.0,3947.0,159.0,9198.0,9673526.0,354.0,0.0,-11899.0,4278.0,-3827.0,9689.0,-8522.0,9334.0,-7871.0,6834.0,63.0
95752555694.0,99.0,-3906.0,-815.0,0.0,-88.0,-24.0,-359.0,648.0,525.0,3938.0,159.0,9198.0,9673526.0,354.0,0.0,-11904.0,4266.0,-3819.0,9692.0,-8531.0,9326.0,-7865.0,6840.0,63.0
95752575714.0,107.0,-3863.0,-819.0,-9.0,-84.0,-20.0,-356.0,648.0,523.0,3926.0,160.0,9200.0,9673451.0,354.0,0.0,-11911.0,4251.0,-3807.0,9694.0,-8542.0,9319.0,-7857.0,6846.0,63.0
95752595733.0,84.0,-3889.0,-829.0,-7.0,-78.0,-18.0,-355.0,651.0,522.0,3919.0,160.0,9202.0,9673451.0,354.0,0.0,-11915.0,4244.0,-3800.0,9695.0,-8551.0,9313.0,-7850.0,6851.0,63.0
95752615753.0,67.0,-3909.0,-828.0,0.0,-65.0,-23.0,-357.0,653.0,519.0,3925.0,161.0,9202.0,9673451.0,354.0,0.0,-11914.0,4248.0,-3805.0,9692.0,-8559.0,9306.0,-7844.0,6856.0,63.0
95752635772.0,68.0,-3939.0,-832.0,15.0,-48.0,-20.0,-358.0,652.0,520.0,3919.0,162.0,9202.0,9673451.0,354.0,0.0,-11917.0,4240.0,-3800.0,9695.0,-8565.0,9300.0,-7841.0,6861.0,63.0
95752655792.0,59.0,-3977.0,-840.0,33.0,-25.0,-19.0,-355.0,655.0,524.0,3916.0,163.0,9199.0,9673846.0,354.0,0.0,-11916.0,4234.0,-3798.0,9699.0,-8567.0,9294.0,-7842.0,6865.0,63.0
